"V1" "V2" "V3" "V4" "V5" "V6"
"14385" "img/2545500_1154000_2546000_1154500.tiff" 3300 2540 3450 2680 "graveyard"
"14386" "img/2545500_1154000_2546000_1154500.tiff" 2510 160 2630 320 "graveyard"
"14396" "img/2755000_1220500_2755500_1221000.tiff" 3000 30 3510 210 "graveyard"
"14426" "img/2679500_1284000_2680000_1284500.tiff" 1400 4630 1990 5000 "graveyard"
"14427" "img/2679500_1284000_2680000_1284500.tiff" 3580 4410 3850 4670 "graveyard"
"14428" "img/2667500_1245000_2668000_1245500.tiff" 3900 4280 4850 5000 "graveyard"
"14438" "img/2619000_1129500_2619500_1130000.tiff" 4470 20 4730 90 "graveyard"
"14443" "img/2692000_1231500_2692500_1232000.tiff" 4310 4550 4910 5000 "school"
"14444" "img/2692000_1231500_2692500_1232000.tiff" 3940 4320 4370 4750 "school"
"14445" "img/2692000_1231500_2692500_1232000.tiff" 4500 4210 4930 4730 "school"
"14446" "img/2692000_1231500_2692500_1232000.tiff" 4750 4130 4960 4380 "school"
"14447" "img/2692000_1231500_2692500_1232000.tiff" 4180 4010 4540 4350 "school"
"14460" "img/2712500_1270500_2713000_1271000.tiff" 3550 2500 4470 3770 "school"
"14479" "img/2743000_1252500_2743500_1253000.tiff" 620 2950 2420 4580 "graveyard"
"14480" "img/2743000_1252500_2743500_1253000.tiff" 0 180 630 1360 "graveyard"
"14484" "img/2533500_1153500_2534000_1154000.tiff" 0 3300 60 3510 "graveyard"
"14485" "img/2533500_1153500_2534000_1154000.tiff" 3000 3100 3210 3350 "graveyard"
"14486" "img/2533500_1153500_2534000_1154000.tiff" 1740 1130 2620 1830 "graveyard"
"14487" "img/2533500_1153500_2534000_1154000.tiff" 1810 910 2030 1100 "graveyard"
"14488" "img/2533500_1153500_2534000_1154000.tiff" 1390 580 2210 1310 "graveyard"
"14489" "img/2533500_1153500_2534000_1154000.tiff" 1160 80 2070 570 "graveyard"
"14491" "img/2707000_1234500_2707500_1235000.tiff" 0 4830 370 5000 "school"
"14492" "img/2707000_1234500_2707500_1235000.tiff" 140 4890 320 5000 "school"
"14493" "img/2707000_1234500_2707500_1235000.tiff" 1150 3120 1710 3370 "school"
"14494" "img/2707000_1234500_2707500_1235000.tiff" 290 1650 1010 2660 "school"
"14495" "img/2707000_1234500_2707500_1235000.tiff" 0 1120 1680 2800 "school"
"14496" "img/2707000_1234500_2707500_1235000.tiff" 1060 1500 1240 1750 "school"
"14497" "img/2707000_1234500_2707500_1235000.tiff" 1170 1380 1700 1750 "school"
"14498" "img/2707000_1234500_2707500_1235000.tiff" 220 1200 390 1600 "school"
"14499" "img/2707000_1234500_2707500_1235000.tiff" 220 1120 730 1680 "school"
"14500" "img/2707000_1234500_2707500_1235000.tiff" 1260 80 1890 580 "school"
"14523" "img/2570500_1152500_2571000_1153000.tiff" 2520 2810 3080 3050 "graveyard"
"14524" "img/2570500_1152500_2571000_1153000.tiff" 3800 1850 4030 2070 "graveyard"
"14525" "img/2570500_1152500_2571000_1153000.tiff" 3880 1640 4120 1890 "graveyard"
"14535" "img/2499500_1117500_2500000_1118000.tiff" 0 3690 760 5000 "graveyard"
"14536" "img/2499500_1117500_2500000_1118000.tiff" 1120 1210 2250 1490 "graveyard"
"14537" "img/2499500_1117500_2500000_1118000.tiff" 1080 350 1960 610 "graveyard"
"14538" "img/2499500_1117500_2500000_1118000.tiff" 1280 30 1470 220 "graveyard"
"14539" "img/2499500_1117500_2500000_1118000.tiff" 2880 30 3270 230 "graveyard"
"14540" "img/2499500_1117500_2500000_1118000.tiff" 970 90 2160 670 "graveyard"
"14558" "img/2673500_1268500_2674000_1269000.tiff" 1770 1190 2160 1680 "graveyard"
"14559" "img/2673500_1268500_2674000_1269000.tiff" 3950 4390 4230 4870 "graveyard"
"14560" "img/2723000_1118500_2723500_1119000.tiff" 1680 4340 2500 4880 "school"
"14561" "img/2723000_1118500_2723500_1119000.tiff" 350 3700 2550 5000 "school"
"14562" "img/2723000_1118500_2723500_1119000.tiff" 1240 4100 1590 4510 "school"
"14569" "img/2802500_1131500_2803000_1132000.tiff" 4500 1940 4930 2240 "graveyard"
"14591" "img/2623500_1096000_2624000_1096500.tiff" 4050 100 4790 760 "graveyard"
"14592" "img/2623500_1096000_2624000_1096500.tiff" 3540 120 3820 440 "graveyard"
"14593" "img/2623500_1096000_2624000_1096500.tiff" 3670 30 4210 230 "graveyard"
"14664" "img/2725500_1121000_2726000_1121500.tiff" 460 3310 1000 3800 "graveyard"
"14665" "img/2725500_1121000_2726000_1121500.tiff" 2060 2690 2350 2910 "graveyard"
"14666" "img/2725500_1121000_2726000_1121500.tiff" 2100 2460 2520 2860 "graveyard"
"14667" "img/2725500_1121000_2726000_1121500.tiff" 190 290 840 990 "graveyard"
"14684" "img/2675500_1241500_2676000_1242000.tiff" 0 3760 290 4390 "school"
"14689" "img/2682000_1248000_2682500_1248500.tiff" 20 4860 400 5000 "school"
"14690" "img/2682000_1248000_2682500_1248500.tiff" 130 4940 300 5000 "school"
"14691" "img/2682000_1248000_2682500_1248500.tiff" 0 4770 140 5000 "school"
"14692" "img/2682000_1248000_2682500_1248500.tiff" 0 4650 240 4880 "school"
"14693" "img/2682000_1248000_2682500_1248500.tiff" 0 3990 750 4900 "school"
"14694" "img/2682000_1248000_2682500_1248500.tiff" 340 3420 1030 4090 "school"
"14695" "img/2682000_1248000_2682500_1248500.tiff" 1530 1760 1800 2010 "school"
"14698" "img/2686500_1220500_2687000_1221000.tiff" 3330 550 3570 800 "school"
"14699" "img/2686500_1220500_2687000_1221000.tiff" 2370 140 3210 1040 "school"
"14700" "img/2686500_1220500_2687000_1221000.tiff" 990 80 1850 540 "school"
"14703" "img/2606500_1178500_2607000_1179000.tiff" 1250 3920 1680 4360 "graveyard"
"14704" "img/2724500_1249000_2725000_1249500.tiff" 250 4570 1440 5000 "school"
"14705" "img/2724500_1249000_2725000_1249500.tiff" 1710 3870 2300 4210 "school"
"14707" "img/2612500_1129000_2613000_1129500.tiff" 4850 20 4980 100 "graveyard"
"14708" "img/2612500_1129000_2613000_1129500.tiff" 960 2190 1410 2640 "graveyard"
"14717" "img/2700500_1113000_2701000_1113500.tiff" 3040 3560 3240 3760 "graveyard"
"14723" "img/2557000_1131500_2557500_1132000.tiff" 3480 2780 4120 4110 "graveyard"
"14724" "img/2557000_1131500_2557500_1132000.tiff" 4100 2630 4730 2900 "graveyard"
"14740" "img/2611500_1257000_2612000_1257500.tiff" 3960 2360 4810 3750 "graveyard"
"14741" "img/2611500_1257000_2612000_1257500.tiff" 3690 960 4340 1450 "graveyard"
"14742" "img/2611500_1257000_2612000_1257500.tiff" 2500 1090 2690 1200 "graveyard"
"14743" "img/2611500_1258000_2612000_1258500.tiff" 1500 4130 2350 5000 "school"
"14744" "img/2611500_1258000_2612000_1258500.tiff" 1970 4250 2400 4540 "school"
"14745" "img/2611500_1258000_2612000_1258500.tiff" 2060 4020 2410 4210 "school"
"14749" "img/2694500_1289500_2695000_1290000.tiff" 700 4770 1490 5000 "school"
"14750" "img/2694500_1289500_2695000_1290000.tiff" 2920 3250 3160 3460 "school"
"14751" "img/2694500_1289500_2695000_1290000.tiff" 3080 700 3350 970 "school"
"14752" "img/2694500_1289500_2695000_1290000.tiff" 4090 230 4260 450 "school"
"14755" "img/2668000_1253500_2668500_1254000.tiff" 1560 1990 2370 2660 "graveyard"
"14757" "img/2682000_1231000_2682500_1231500.tiff" 4320 2000 4810 2330 "graveyard"
"14764" "img/2630500_1263500_2631000_1264000.tiff" 0 1400 140 1660 "graveyard"
"14765" "img/2630500_1263500_2631000_1264000.tiff" 1980 540 2400 870 "graveyard"
"14775" "img/2559500_1204000_2560000_1204500.tiff" 1310 2380 1920 2870 "graveyard"
"14777" "img/2575500_1146500_2576000_1147000.tiff" 4530 3980 4930 4350 "graveyard"
"14778" "img/2608500_1227500_2609000_1228000.tiff" 800 60 1490 400 "school"
"14787" "img/2715500_1095500_2716000_1096000.tiff" 4110 4690 4450 5000 "school"
"14788" "img/2715500_1095500_2716000_1096000.tiff" 3150 4220 3560 4580 "school"
"14789" "img/2715500_1095500_2716000_1096000.tiff" 2620 4060 3220 4790 "school"
"14792" "img/2710500_1247000_2711000_1247500.tiff" 1790 3300 2980 4060 "school"
"14793" "img/2710500_1247000_2711000_1247500.tiff" 2260 3420 2800 3620 "school"
"14794" "img/2710500_1247000_2711000_1247500.tiff" 1990 3290 2290 3690 "school"
"14795" "img/2710500_1247000_2711000_1247500.tiff" 2290 3300 2570 3450 "school"
"14796" "img/2573000_1170500_2573500_1171000.tiff" 1140 830 1690 1480 "graveyard"
"14811" "img/2554500_1173500_2555000_1174000.tiff" 550 2190 1210 3140 "graveyard"
"14812" "img/2554500_1173500_2555000_1174000.tiff" 3890 1590 4150 1950 "graveyard"
"14813" "img/2554500_1173500_2555000_1174000.tiff" 3130 720 4480 2760 "graveyard"
"14814" "img/2554500_1173500_2555000_1174000.tiff" 3800 1210 4210 1590 "graveyard"
"14815" "img/2554500_1173500_2555000_1174000.tiff" 4150 940 4420 1280 "graveyard"
"14816" "img/2554500_1173500_2555000_1174000.tiff" 4090 900 4200 1010 "graveyard"
"14817" "img/2554500_1173500_2555000_1174000.tiff" 4170 730 4280 840 "graveyard"
"14824" "img/2637000_1264500_2637500_1265000.tiff" 1490 4600 2540 5000 "graveyard"
"14825" "img/2637000_1264500_2637500_1265000.tiff" 500 3050 1190 3500 "graveyard"
"14826" "img/2637000_1264500_2637500_1265000.tiff" 330 2880 530 3050 "graveyard"
"14827" "img/2637000_1264500_2637500_1265000.tiff" 920 2830 1190 3090 "graveyard"
"14828" "img/2637000_1264500_2637500_1265000.tiff" 340 2640 1250 3300 "graveyard"
"14829" "img/2637000_1264500_2637500_1265000.tiff" 0 2670 270 2870 "graveyard"
"14830" "img/2637000_1264500_2637500_1265000.tiff" 0 2410 710 3160 "graveyard"
"14849" "img/2741500_1217000_2742000_1217500.tiff" 0 2390 430 3250 "school"
"14850" "img/2741500_1217000_2742000_1217500.tiff" 310 2140 450 2390 "school"
"14851" "img/2741500_1217000_2742000_1217500.tiff" 160 2110 300 2360 "school"
"14858" "img/2562000_1124500_2562500_1125000.tiff" 2100 3890 3840 5000 "school"
"14862" "img/2557500_1178500_2558000_1179000.tiff" 1400 4370 2100 5000 "graveyard"
"14864" "img/2509500_1151500_2510000_1152000.tiff" 2950 900 3470 1420 "graveyard"
"14865" "img/2630000_1255000_2630500_1255500.tiff" 3090 3480 3370 3830 "school"
"14874" "img/2666000_1238500_2666500_1239000.tiff" 780 70 1390 480 "graveyard"
"14875" "img/2666000_1238500_2666500_1239000.tiff" 240 40 500 300 "graveyard"
"14880" "img/2513500_1151000_2514000_1151500.tiff" 450 850 1110 1560 "graveyard"
"14886" "img/2653500_1268000_2654000_1268500.tiff" 1690 3780 1910 3980 "school"
"14887" "img/2653500_1268000_2654000_1268500.tiff" 1610 3650 2120 4020 "school"
"14888" "img/2653500_1268000_2654000_1268500.tiff" 2170 3580 2670 3990 "school"
"14889" "img/2653500_1268000_2654000_1268500.tiff" 1800 3420 2270 3820 "school"
"14890" "img/2653500_1268000_2654000_1268500.tiff" 1300 3420 1700 3740 "school"
"14891" "img/2653500_1268000_2654000_1268500.tiff" 1630 3380 1900 3590 "school"
"14897" "img/2534500_1184000_2535000_1184500.tiff" 1020 550 1360 1110 "graveyard"
"14899" "img/2619500_1241000_2620000_1241500.tiff" 0 3400 100 3740 "graveyard"
"14904" "img/2508500_1149000_2509000_1149500.tiff" 0 3760 380 4140 "graveyard"
"14905" "img/2508500_1149000_2509000_1149500.tiff" 0 690 100 840 "graveyard"
"14930" "img/2536500_1170000_2537000_1170500.tiff" 0 2430 210 2800 "graveyard"
"14931" "img/2635000_1172000_2635500_1172500.tiff" 0 2360 660 3430 "graveyard"
"14932" "img/2635000_1172000_2635500_1172500.tiff" 40 1890 660 2350 "graveyard"
"14959" "img/2675500_1236500_2676000_1237000.tiff" 1780 1480 2560 1890 "school"
"14960" "img/2636500_1244500_2637000_1245000.tiff" 0 3560 2040 5000 "graveyard"
"14962" "img/2674000_1249000_2674500_1249500.tiff" 4070 3820 4870 5000 "school"
"14963" "img/2674000_1249000_2674500_1249500.tiff" 4900 1990 4980 2230 "school"
"14964" "img/2674000_1249000_2674500_1249500.tiff" 3290 1580 3420 1750 "school"
"14965" "img/2674000_1249000_2674500_1249500.tiff" 4040 1360 4150 1510 "school"
"14966" "img/2674000_1249000_2674500_1249500.tiff" 3450 10 3710 50 "school"
"15000" "img/2658000_1216500_2658500_1217000.tiff" 0 2670 620 3380 "graveyard"
"15018" "img/2613000_1209500_2613500_1210000.tiff" 4770 3870 4970 4340 "graveyard"
"15026" "img/2698000_1120500_2698500_1121000.tiff" 4370 4290 4840 4680 "graveyard"
"15027" "img/2698000_1120500_2698500_1121000.tiff" 1900 1160 2060 1360 "graveyard"
"15033" "img/2532500_1162000_2533000_1162500.tiff" 1520 4360 1910 4870 "graveyard"
"15038" "img/2722000_1121000_2722500_1121500.tiff" 2370 720 3210 1990 "school"
"15046" "img/2704500_1132500_2705000_1133000.tiff" 4330 470 4550 710 "graveyard"
"15057" "img/2681500_1249500_2682000_1250000.tiff" 3100 3700 3720 4080 "school"
"15058" "img/2681500_1249500_2682000_1250000.tiff" 1350 3250 3640 4340 "school"
"15059" "img/2681500_1249500_2682000_1250000.tiff" 640 2700 1950 3690 "school"
"15060" "img/2681500_1249500_2682000_1250000.tiff" 3790 910 4230 1130 "school"
"15074" "img/2622500_1190000_2623000_1190500.tiff" 2210 1850 2740 2280 "graveyard"
"15076" "img/2695000_1267000_2695500_1267500.tiff" 3130 1820 4260 4290 "school"
"15077" "img/2695000_1267000_2695500_1267500.tiff" 4070 2270 4310 2710 "school"
"15078" "img/2695000_1267000_2695500_1267500.tiff" 3500 1610 3980 2370 "school"
"15098" "img/2611500_1122000_2612000_1122500.tiff" 1600 1570 1720 1610 "graveyard"
"15099" "img/2611500_1122000_2612000_1122500.tiff" 0 1160 680 1540 "graveyard"
"15100" "img/2622000_1259000_2622500_1259500.tiff" 4720 4780 4960 5000 "school"
"15101" "img/2622000_1259000_2622500_1259500.tiff" 4440 990 4920 1750 "school"
"15102" "img/2622000_1259000_2622500_1259500.tiff" 2240 570 2580 1020 "school"
"15104" "img/2558500_1136000_2559000_1136500.tiff" 1140 2260 1660 2870 "graveyard"
"15117" "img/2760500_1259000_2761000_1259500.tiff" 1670 1700 2360 2370 "school"
"15118" "img/2760500_1259000_2761000_1259500.tiff" 740 1020 1980 2140 "school"
"15155" "img/2677500_1233000_2678000_1233500.tiff" 3630 4520 4470 5000 "graveyard"
"15156" "img/2677500_1233000_2678000_1233500.tiff" 1100 1580 2850 3500 "graveyard"
"15157" "img/2677500_1233000_2678000_1233500.tiff" 0 1090 1220 2770 "graveyard"
"15158" "img/2677500_1233000_2678000_1233500.tiff" 1920 1360 2200 1590 "graveyard"
"15159" "img/2677500_1233000_2678000_1233500.tiff" 1640 1000 2110 1550 "graveyard"
"15160" "img/2677500_1233000_2678000_1233500.tiff" 350 1050 610 1340 "graveyard"
"15161" "img/2677500_1233000_2678000_1233500.tiff" 1640 960 1730 1060 "graveyard"
"15162" "img/2677500_1233000_2678000_1233500.tiff" 1640 810 1830 940 "graveyard"
"15175" "img/2669500_1245000_2670000_1245500.tiff" 4230 100 4900 700 "school"
"15177" "img/2711500_1095000_2712000_1095500.tiff" 2820 3030 3120 3320 "graveyard"
"15181" "img/2557000_1211000_2557500_1211500.tiff" 2760 4740 3120 5000 "graveyard"
"15187" "img/2514000_1149500_2514500_1150000.tiff" 0 2990 120 3260 "school"
"15192" "img/2591000_1216000_2591500_1216500.tiff" 1760 2480 2420 3300 "graveyard"
"15195" "img/2551500_1156000_2552000_1156500.tiff" 2580 4580 2770 4820 "graveyard"
"15251" "img/2613000_1226500_2613500_1227000.tiff" 4610 4740 4940 5000 "school"
"15252" "img/2535000_1156500_2535500_1157000.tiff" 0 1510 70 2200 "school"
"15255" "img/2645500_1248000_2646000_1248500.tiff" 1840 80 3070 550 "school"
"15261" "img/2660000_1259500_2660500_1260000.tiff" 3660 4890 3930 5000 "school"
"15262" "img/2660000_1259500_2660500_1260000.tiff" 3010 4700 3460 5000 "school"
"15263" "img/2660000_1259500_2660500_1260000.tiff" 2200 3730 3350 4880 "school"
"15264" "img/2660000_1259500_2660500_1260000.tiff" 3830 370 4440 2770 "school"
"15265" "img/2543500_1176500_2544000_1177000.tiff" 2310 2980 2500 3410 "graveyard"
"15266" "img/2543500_1176500_2544000_1177000.tiff" 770 1100 900 1250 "graveyard"
"15291" "img/2688000_1244000_2688500_1244500.tiff" 0 220 760 1630 "school"
"15292" "img/2701000_1242500_2701500_1243000.tiff" 0 3780 190 4210 "school"
"15293" "img/2701000_1242500_2701500_1243000.tiff" 3200 230 4760 1740 "school"
"15299" "img/2741000_1217000_2741500_1217500.tiff" 4780 2360 4970 3080 "school"
"15300" "img/2644000_1242500_2644500_1243000.tiff" 970 3120 1280 3840 "school"
"15301" "img/2644000_1242500_2644500_1243000.tiff" 2350 3820 2460 3920 "school"
"15302" "img/2644000_1242500_2644500_1243000.tiff" 3200 120 3850 850 "school"
"15303" "img/2644000_1242500_2644500_1243000.tiff" 1280 1140 2150 2550 "school"
"15304" "img/2644000_1242500_2644500_1243000.tiff" 170 1000 360 1220 "school"
"15305" "img/2644000_1242500_2644500_1243000.tiff" 0 350 1960 2690 "school"
"15306" "img/2644000_1242500_2644500_1243000.tiff" 340 40 780 240 "school"
"15311" "img/2601000_1259000_2601500_1259500.tiff" 890 4770 1160 5000 "graveyard"
"15312" "img/2601000_1259000_2601500_1259500.tiff" 660 4010 1250 4550 "graveyard"
"15328" "img/2667000_1249000_2667500_1249500.tiff" 130 4490 970 5000 "school"
"15329" "img/2667000_1249000_2667500_1249500.tiff" 0 2960 590 3720 "school"
"15330" "img/2702500_1285000_2703000_1285500.tiff" 3960 4040 4510 4510 "graveyard"
"15331" "img/2676000_1239500_2676500_1240000.tiff" 4050 4940 4200 5000 "school"
"15333" "img/2707000_1114500_2707500_1115000.tiff" 0 810 1080 2050 "school"
"15334" "img/2707000_1114500_2707500_1115000.tiff" 750 840 1070 1100 "school"
"15341" "img/2666500_1240000_2667000_1240500.tiff" 4770 2180 4970 2680 "school"
"15359" "img/2526500_1186000_2527000_1186500.tiff" 910 370 1450 1670 "graveyard"
"15366" "img/2537000_1196000_2537500_1196500.tiff" 0 4740 90 5000 "graveyard"
"15367" "img/2537000_1196000_2537500_1196500.tiff" 0 3290 260 4030 "graveyard"
"15368" "img/2731000_1234000_2731500_1234500.tiff" 2970 1710 3390 2140 "graveyard"
"15370" "img/2740500_1189000_2741000_1189500.tiff" 2390 4210 3200 4940 "graveyard"
"15394" "img/2759500_1259500_2760000_1260000.tiff" 4300 2290 4900 4010 "school"
"15395" "img/2759500_1259500_2760000_1260000.tiff" 4460 2660 4560 2860 "school"
"15396" "img/2759500_1259500_2760000_1260000.tiff" 4440 2410 4480 2900 "school"
"15400" "img/2704000_1243500_2704500_1244000.tiff" 50 4470 1040 5000 "school"
"15401" "img/2704000_1243500_2704500_1244000.tiff" 1720 4960 1830 5000 "school"
"15402" "img/2704000_1243500_2704500_1244000.tiff" 380 4510 870 4980 "school"
"15403" "img/2704000_1243500_2704500_1244000.tiff" 0 3850 550 4850 "school"
"15404" "img/2619500_1125500_2620000_1126000.tiff" 2440 3210 2650 3490 "graveyard"
"15408" "img/2674000_1248500_2674500_1249000.tiff" 3030 460 4740 2800 "school"
"15409" "img/2674000_1248500_2674500_1249000.tiff" 4340 20 4680 130 "school"
"15410" "img/2674000_1248500_2674500_1249000.tiff" 3330 4550 4210 5000 "school"
"15411" "img/2674000_1248500_2674500_1249000.tiff" 2770 4750 2980 5000 "school"
"15412" "img/2674000_1248500_2674500_1249000.tiff" 4010 1380 4860 2410 "school"
"15413" "img/2674000_1248500_2674500_1249000.tiff" 2360 1540 2780 2090 "school"
"15417" "img/2709000_1095500_2709500_1096000.tiff" 1480 3310 1910 3760 "graveyard"
"15418" "img/2709000_1095500_2709500_1096000.tiff" 1170 1610 1500 1800 "graveyard"
"15419" "img/2709000_1095500_2709500_1096000.tiff" 730 1120 1140 1880 "graveyard"
"15420" "img/2709000_1095500_2709500_1096000.tiff" 260 370 1460 2060 "graveyard"
"15445" "img/2623500_1228000_2624000_1228500.tiff" 2190 3090 3320 4000 "graveyard"
"15446" "img/2623500_1228000_2624000_1228500.tiff" 3350 2830 3570 3120 "graveyard"
"15447" "img/2623500_1228000_2624000_1228500.tiff" 2990 1710 3660 2400 "graveyard"
"15448" "img/2623500_1228000_2624000_1228500.tiff" 2660 1020 4420 2960 "graveyard"
"15457" "img/2546500_1176000_2547000_1176500.tiff" 1510 4820 1950 5000 "graveyard"
"15458" "img/2705000_1232000_2705500_1232500.tiff" 0 2260 600 3610 "school"
"15460" "img/2624000_1226000_2624500_1226500.tiff" 2800 4940 3310 5000 "graveyard"
"15461" "img/2515000_1152000_2515500_1152500.tiff" 940 1410 1390 1700 "graveyard"
"15483" "img/2643000_1247000_2643500_1247500.tiff" 0 3550 1380 4720 "graveyard"
"15484" "img/2643000_1247000_2643500_1247500.tiff" 0 260 390 1670 "graveyard"
"15485" "img/2643000_1247000_2643500_1247500.tiff" 0 380 120 750 "graveyard"
"15513" "img/2723500_1119500_2724000_1120000.tiff" 3920 1540 4710 2300 "school"
"15514" "img/2723500_1119500_2724000_1120000.tiff" 4140 1640 4600 2070 "school"
"15515" "img/2723500_1119500_2724000_1120000.tiff" 2020 30 2770 220 "school"
"15516" "img/2723500_1254000_2724000_1254500.tiff" 2000 160 3790 1160 "school"
"15517" "img/2723500_1254000_2724000_1254500.tiff" 3160 40 3680 280 "school"
"15518" "img/2723500_1254000_2724000_1254500.tiff" 2200 50 2890 360 "school"
"15520" "img/2644500_1129000_2645000_1129500.tiff" 220 1140 760 1720 "graveyard"
